Unnamed: 0,Image,Review Text,Processed_Review,Feature_Extraction
61,"['Downloaded_Images/617apMTIJpL._SY88.jpg', 'Downloaded_Images/71UhMtjWnRL._SY88.jpg', 'Downloaded_Images/61BWRlcey2L._SY88.jpg', 'Downloaded_Images/61cej6M43zL._SY88.jpg', 'Downloaded_Images/61kkXi3uGZL._SY88.jpg', 'Downloaded_Images/61o-GTDOiKL._SY88.jpg', 'Downloaded_Images/61rbOA08MeL._SY88.jpg']","I bought It to storage my Epiphone Les Paul Standard, It fits perfect, the inside is soft, this case provides a great protection, It's a little heavy, but I think this is the best choice for a epi LP.",bought storag epiphon le paul standard fit perfect insid soft case provid great protect littl heavi think best choic epi lp,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.      ,  0.      , 43.531242, ...,  0.      ,  0.      ,
        0.      ], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 29.237274,
        0.      ], dtype=float32), array([7.8302517, 0.       , 0.       , ..., 0.       , 1.3205862,
       0.       ], dtype=float32), array([0.       , 0.       , 2.4946063, ..., 0.       , 0.       ,
       0.       ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 1.0689213,
       6.8687744], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2724,"['Downloaded_Images/71WSZetbG2L._SY88.jpg', 'Downloaded_Images/61kmkQIM3AL._SY88.jpg', 'Downloaded_Images/715Fx0s30AL._SY88.jpg']","This USB guitar/instrument cable lets you connect an electrical musical instrument to a PC directly through the USB port. This takes a few minutes to auto-install the drivers when you plug it in. Once installed it worked smoothly. It seems to be solidly constructed and it fits fine on both the USB plug and the guitar. Take note that it was listed on my computer as a headphone device rather than an instrument cable, so don't get confused by how it is listed in the USB devices. I would say this is worth trying if you want a USB musical instrument cable. I received a discounted sample for my honest, unbiased review.",usb cabl let connect electr music instrument pc directli usb port take minut driver plug instal work smoothli seem solidli construct fit fine usb plug guitar take note list comput headphon devic rather instrument cabl get confus list usb devic would say worth tri want usb music instrument cabl receiv discount sampl honest unbias review,"[array([0.       , 0.       , 0.       , ..., 0.       , 5.8309827,
       0.       ], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 0.       ,
       1.0157644], dtype=float32), array([ 0.       ,  0.       ,  0.       , ...,  0.       , 13.0402775,
        0.       ], dtype=float32)]"
1686,"['Downloaded_Images/71iRZ0fpafL._SY88.jpg', 'Downloaded_Images/71r4I6+bD0L._SY88.jpg', 'Downloaded_Images/715tPKYc2cL._SY88.jpg']",I was surprised when I discovered this mic delivers XLR quality recording. I originally bought it for recording sessions during travel but it stacks up well against a 2x as expensive Rhode XLR mic! I would definitely recommend this mic to anyone looking for a good USB mic.,surpris discov mic deliv xlr qualiti record origin bought record session travel stack well 2x expens rhode xlr mic would definit recommend mic anyon look good usb mic,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 18.873743,
        1.296662], dtype=float32), array([ 0.     ,  0.     ,  0.     , ...,  0.     , 17.14705,  0.     ],
      dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 0.       ,
       1.3628883], dtype=float32)]"
1968,['Downloaded_Images/71YcJhwqYGL._SY88.jpg'],"I took me some time to get set right, now I really like it.",took time get set right realli like,"[array([ 0.      , 15.824166,  0.      , ...,  0.      ,  9.43469 ,
        9.348705], dtype=float32)]"
526,"['Downloaded_Images/71c+eoJZWyL._SY88.jpg', 'Downloaded_Images/71GQQKx3LWL._SY88.jpg', 'Downloaded_Images/71ZLbWCVGqL._SY88.jpg']","I loved this guitar stand at first b/c it held my Guild & Martin acoustics securely. After about a year of stationary use, the plastic housing which was responsible for holding up the neck support cracked and cannot be repaired (see pics). Since I'm past any warranty period, I'm stuck.

Additionally, all of the rubber developed a gummy residue which was sticky to the touch. I often had to go try to wash it off after touching it, even accidentally. I had a Hercules mic stand which developed a similar problem before it also broke.

Gave it a 2-star review because I got a year of use out of it, but I probably won't buy another Hercules product.",love guitar stand first held guild martin acoust secur year stationari use plastic hous respons hold neck support crack repair see pic sinc past warranti period stuck addit rubber develop gummi residu sticki touch often go tri wash touch even accident hercul mic stand develop similar problem also broke gave review got year use probabl wo buy anoth hercul product,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([ 0.7153581,  5.185786 ,  0.       , ...,  0.       , 30.603489 ,
        0.       ], dtype=float32), array([ 0.      ,  0.      ,  0.      , ...,  0.      , 22.105558,
        0.      ], dtype=float32)]"
1211,['Downloaded_Images/51yeCn7T0GL._SY88.jpg'],"This pair of Samson GT Studio Monitors was a great start for me, they aren't your loudest speakers, but they still pack a punch. They can still be mixed on, and give a good all around frequency response. What you want to be careful of is the bass, and mixing bass on these because they will not provide all of the bass that is really there. They are great for mids. The portability is amazing! Along with the fact that you will NOT need an audio interface with these! The Mic plugs directly into the speaker! What a easy and accessible way for an artist to record his vocals, or for a guitarist to to record his notes. Definitely a good investment!",pair samson gt studio monitor great start loudest speaker still pack punch still mix give good around frequenc respons want care bass mix bass provid bass realli great mid portabl amaz along fact need audio interfac mic plug directli speaker easi access way artist record vocal guitarist record note definit good invest,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
3370,['Downloaded_Images/81a6ovaEOPL._SY88.jpg'],Awesome stand. Best one I've ever had. It's not that heavy easy to carry in maneuver. The push adjustment for the up-and-down is great quick and easy holds really good. Feels like it's going to last a long time without being overly heavy. I really have no complaints thing works great. I did put a counterweight cuz my tube recording mic is kind of heavy.. wish I could buy 20 for 50 bucks. Wish they had a deal for multiple...,awesom stand best one ever heavi easi carri maneuv push adjust great quick easi hold realli good feel like go last long time without overli heavi realli complaint thing work great put counterweight cuz tube record mic kind heavi wish could buy 20 50 buck wish deal multipl,"[array([0.        , 0.00989455, 0.        , ..., 0.        , 0.        ,
       0.        ], dtype=float32)]"
1713,['Downloaded_Images/61ncUPsgBjL._SY88.jpg'],"Bought two of these at the same time and one arrived broken in two spots. The adjustment screw was missing on the base (see photo) and the one for the top part was stripped out.  Both screws are made of plastic with some kind of cheap pot metal fittings that likely don't take much force to break.

It's a 20 mile drive to the nearest UPS store to return these or I have to pay for pickup.  It wasn't worth it for something that costs $15 so I drilled a small hole and tapped a small screw into it.  If I had an easier option to return it, I would and get something else.  The one that wasn't broke on arrival works well but I'm not holding my breath it will last long or survive falling over more than once.",bought two time one arriv broken two spot adjust screw miss base see photo one top part strip screw made plastic kind cheap pot metal fit like take much forc break 20 mile drive nearest up store return pay pickup worth someth cost 15 drill small hole tap small screw easier option return would get someth el one broke arriv work well hold breath last long surviv fall,"[array([0.      , 0.      , 0.      , ..., 0.      , 9.465034, 0.      ],
      dtype=float32)]"
584,"['Downloaded_Images/51YE+56HTDL._SY88.jpg', 'Downloaded_Images/51uNNdbxKwL._SY88.jpg', 'Downloaded_Images/51bslurOI4L._SY88.jpg']","I have a 1950s Fender tweed amp, so I wanted to get this strap to match it. It is a perfect match! The leather on the ends is a bit lighter than in the product picture, but it's fine. I love that the stripe is Fender tweed, which any musician should recognize. It's not garish -- it's a subtle statement. The feel of the fabric is nice, and it isn't too stiff like some straps are. All in all, it was a good purchase.",1950 fender tweed amp want get strap match perfect match leather end bit lighter product pictur fine love stripe fender tweed musician recogn garish subtl statement feel fabric nice stiff like strap good purchas,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0.       , 0.       , 0.       , ..., 0.       , 3.7869773,
       0.       ], dtype=float32), array([30.091055 ,  0.       ,  1.4989911, ...,  0.       , 22.82298  ,
        0.       ], dtype=float32)]"
3609,"['Downloaded_Images/81nHvT1Ji7L._SY88.jpg', 'Downloaded_Images/71dnrwKSbdL._SY88.jpg', 'Downloaded_Images/81r1y4s+9aL._SY88.jpg']","a little higher up than I thought it would be, but nice that I got my pedal board running a little under my amp, now i don't kick my amp when i go to switch effects.  Wish there was more adjustability but it is what it is, one of the more affordable stands can't be asking too much.  The back power plug socket on my amp (Bugera v5) barely interferes with the back bar of the stand (bottom of the plug hitting top of the bar) but I got the weight of the amp slightly resting on it and I don't think it's severe enough that it's a danger.  Stand won't be moved around much so  I expect it to last for a long long time.",littl higher thought would nice got pedal board run littl amp kick amp go switch effect wish adjust one afford stand ca ask much back power plug socket amp bugera v5 bare interfer back bar stand bottom plug hit top bar got weight amp slightli rest think sever enough danger stand wo move around much expect last long long time,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
529,['Downloaded_Images/71L3AbZibgL._SY88.jpg'],"These strings were reccomended to me by an acquaintance of mine during a bass clinic I attended recently.  I ordered them right away.. All i can say is WOW! Excellent tone. It really brightened up my sound. I had gotten used to muddy sounding strings.  I haven't noticed a sticky feeling like others have mentioned, mine are silky smooth. Great playability. Wasn't too concerned about color, But When I installed them on my Ferrari red Carvin LB 70, I fell in love with my bass all over again.  It looks stunning, and I get many comments about my bass now..Others have mentioned that the color wears off quickly, but I don't care, I'll used the color wear as a guage of when to change them..Then neon ones even glow brightly under a black light.  Bass players don't get much credit so why not give them a show and something to talk about.",string reccomend acquaint mine bass clinic attend recent order right away say wow excel tone realli brighten sound gotten use muddi sound string notic sticki feel like other mention mine silki smooth great playabl concern color instal ferrari red carvin lb 70 fell love bass look stun get mani comment bass other mention color wear quickli care use color wear guag chang neon one even glow brightli black light bass player get much credit give show someth talk,"[array([0.       , 0.       , 0.       , ..., 0.       , 0.       ,
       1.1288542], dtype=float32)]"
